TIME(s);RPM(r/min);TPS(%);MAP(kPa);CLT(°C);IAT(°C);AOut(V);AccVoltage(V)
1786,46;783;0;18;100;28;0,00;15,29;
1786,49;783;0;16;98;28;0,00;15,29;
1786,52;783;0;17;98;28;0,00;15,29;
1786,55;778;0;16;98;28;0,00;15,29;
1786,58;778;0;18;98;28;0,00;15,29;
1786,65;778;0;16;98;28;0,00;15,29;
1786,68;778;0;17;98;28;0,00;15,29;
1786,70;776;0;17;98;28;0,00;15,29;
1786,74;776;0;18;98;28;0,00;15,29;
1786,77;776;0;18;98;28;0,00;15,29;
1786,80;776;0;17;98;28;0,00;15,29;
1786,86;776;0;19;98;28;0,00;15,29;
1786,88;776;0;16;100;28;0,00;15,29;
1786,89;776;0;18;100;28;0,00;15,29;
1786,92;776;0;17;98;28;0,00;15,29;
1786,95;776;0;19;98;28;0,00;15,29;
1786,99;776;0;16;98;28;0,00;15,29;
1787,02;786;0;17;100;28;0,00;15,29;
1787,08;786;0;18;98;28;0,00;15,29;
1787,10;786;0;16;98;28;0,00;15,29;
1787,12;786;0;18;98;28;0,00;15,29;
1787,15;797;0;18;100;28;0,00;15,29;
1787,18;797;0;16;100;28;0,00;15,29;
1787,20;797;0;16;98;28;0,00;15,29;
1787,24;797;0;17;100;28;0,00;15,29;
1787,29;797;0;16;100;28;0,00;15,29;
1787,31;799;0;17;100;28;0,00;15,29;
1787,33;799;0;16;98;28;0,00;15,29;
1787,36;799;0;16;98;28;0,00;15,29;
1787,39;799;0;16;100;28;0,00;15,29;
1787,43;799;0;16;100;28;0,00;15,29;
1787,46;787;0;17;100;28;0,00;15,29;
1787,52;787;0;16;98;28;0,00;15,29;
1787,55;787;0;16;100;28;0,00;15,29;
1787,58;787;0;17;100;28;0,00;15,29;
1787,61;772;0;17;100;28;0,00;15,29;
1787,64;772;0;17;98;28;0,00;15,29;
1787,67;772;0;16;100;28;0,00;15,29;
1787,74;772;0;17;98;28;0,00;15,29;
1787,76;772;0;17;100;28;0,00;15,29;
1787,77;773;0;18;98;28;0,00;15,29;
1787,80;773;0;17;100;28;0,00;15,29;
1787,83;773;0;16;100;28;0,00;15,29;
1787,86;773;0;16;100;28;0,00;15,29;
1787,89;782;0;17;100;28;0,00;15,29;
1787,96;782;0;18;100;28;0,00;15,29;
1787,99;782;0;18;100;28;0,00;15,29;
1788,02;782;0;16;100;28;0,00;15,29;
1788,05;782;0;16;100;28;0,00;15,29;
1788,08;797;0;16;100;28;0,00;15,29;
1788,11;797;0;17;98;28;0,00;15,29;
1788,17;797;0;16;100;28;0,00;15,29;
1788,19;797;0;17;100;28;0,00;15,29;
1788,20;797;0;16;98;28;0,00;15,29;
1788,23;810;0;16;100;28;0,00;15,29;
1788,27;810;0;16;100;28;0,00;15,29;
1788,30;810;0;17;100;28;0,00;15,29;
1788,33;799;0;16;100;28;0,00;15,29;
1788,39;799;0;16;100;28;0,00;15,29;
1788,41;799;0;16;98;28;0,00;15,29;
1788,43;799;0;16;98;28;0,00;15,29;
1788,45;799;0;16;100;28;0,00;15,29;
1788,49;799;0;18;100;28;0,00;15,29;
1788,52;785;0;17;100;28;0,00;15,29;
1788,55;785;0;16;100;28;0,00;15,29;
1788,61;785;0;17;98;28;0,00;15,29;
1788,62;785;0;16;100;28;0,00;15,29;
1788,65;785;0;17;100;28;0,00;15,29;
1788,68;774;0;18;100;28;0,00;15,29;
1788,71;774;0;18;98;28;0,00;15,29;
1788,74;774;0;16;100;28;0,00;15,29;
1788,77;774;0;16;100;28;0,00;15,29;
1788,84;759;0;19;100;28;0,00;15,29;
1788,86;759;0;17;100;28;0,00;15,29;
1788,89;759;0;17;98;28;0,00;15,29;
1788,93;759;0;17;100;28;0,00;15,29;
1788,96;759;0;18;100;28;0,00;15,29;
1788,99;761;0;17;98;28;0,00;15,29;
1789,05;761;0;16;98;28;0,00;15,29;
1789,08;761;0;17;100;28;0,00;15,29;
1789,11;761;0;17;98;28;0,00;15,29;
1789,14;786;0;18;100;28;0,00;15,29;
1789,17;786;0;17;100;28;0,00;15,29;
1789,20;786;0;17;100;28;0,00;15,29;
1789,27;807;0;16;100;28;0,00;15,29;
1789,31;807;0;17;98;28;0,00;15,29;
1789,33;807;0;18;100;28;0,00;15,29;
1789,36;807;0;17;100;28;0,00;15,29;
1789,39;807;0;18;100;28;0,00;15,29;
1789,43;811;0;16;100;28;0,00;15,29;
1789,49;811;0;16;100;28;0,00;15,29;
1789,52;811;0;17;100;28;0,00;15,29;
1789,55;811;0;17;98;28;0,00;15,29;
1789,58;810;0;16;100;28;0,00;15,29;
1789,61;810;0;16;100;28;0,00;15,29;
1789,64;810;0;16;100;28;0,00;15,29;
1789,71;810;0;16;100;28;0,00;15,29;
1789,74;803;0;17;100;28;0,00;15,29;
1789,77;803;0;16;100;28;0,00;15,29;
1789,80;803;0;16;98;28;0,00;15,29;
1789,83;803;0;16;100;28;0,00;15,29;
1789,86;795;0;16;100;28;0,00;15,29;
1789,94;795;0;17;100;28;0,00;15,29;
1789,96;795;0;18;100;28;0,00;15,29;
1789,99;795;0;16;100;28;0,00;15,29;
1790,02;795;0;16;100;28;0,00;15,29;
1790,05;784;0;17;100;28;0,00;15,29;
1790,08;784;0;18;100;28;0,00;15,29;
1790,14;784;0;16;100;28;0,00;15,29;
1790,18;784;0;16;100;28;0,00;15,29;
1790,20;774;0;17;100;28;0,00;15,29;
1790,23;774;0;17;100;28;0,00;15,29;
1790,27;774;0;17;100;28;0,00;15,29;
1790,30;774;0;16;100;28;0,00;15,29;
1790,36;768;0;19;100;28;0,00;15,29;
1790,38;768;0;17;100;28;0,00;15,29;
1790,39;768;0;18;100;28;0,00;15,29;
1790,42;768;0;19;100;28;0,00;15,29;
1790,46;768;0;16;100;28;0,00;15,29;
1790,49;768;0;17;100;28;0,00;15,29;
1790,52;773;0;19;100;28;0,00;15,29;
1790,58;773;0;16;100;28;0,00;15,29;
1790,60;789;0;17;100;28;0,00;15,29;
1790,77;789;0;18;100;28;0,00;15,29;
1790,80;800;0;16;100;28;0,00;15,29;
1790,83;800;0;16;100;28;0,00;15,29;
1790,86;800;0;17;100;28;0,00;15,29;
1790,92;800;0;16;100;28;0,00;15,29;
1790,93;800;0;17;100;28;0,00;15,29;
1790,95;806;0;17;100;28;0,00;15,29;
1790,99;806;0;16;100;28;0,00;15,29;
1791,02;806;0;16;100;28;0,00;15,29;
1791,05;806;0;16;100;28;0,00;15,29;
1791,08;807;0;16;98;28;0,00;15,29;
1791,12;807;0;16;100;28;0,00;15,29;
1791,14;807;0;18;100;28;0,00;15,29;
1791,18;807;0;17;100;28;0,00;15,29;
1791,21;807;0;16;100;28;0,00;15,29;
1791,24;807;0;16;98;28;0,00;15,29;
1791,27;797;0;17;100;28;0,00;15,29;
1791,30;797;0;16;100;28;0,00;15,29;
1791,34;797;0;18;100;28;0,00;15,29;
1791,36;797;0;16;100;28;0,00;15,29;
1791,39;786;0;16;98;28;0,00;15,29;
1791,43;786;0;16;100;28;0,00;15,29;
1791,45;786;0;16;100;28;0,00;15,29;
1791,49;786;0;17;98;28;0,00;15,29;
1791,52;786;0;16;100;28;0,00;15,29;
1791,57;771;0;17;100;28;0,00;15,29;
1791,59;771;0;16;100;28;0,00;15,29;
1791,61;771;0;16;100;28;0,00;15,29;
1791,65;771;0;17;98;28;0,00;15,29;
1791,67;771;0;17;100;28;0,00;15,29;
1791,70;771;0;17;98;28;0,00;15,29;
1791,74;768;0;17;100;28;0,00;15,29;
1791,78;768;0;17;100;28;0,00;15,29;
1791,80;768;0;18;100;28;0,00;15,29;
1791,83;768;0;17;100;28;0,00;15,29;
1791,86;768;0;17;98;28;0,00;15,29;
1791,89;770;0;16;100;28;0,00;15,29;
1791,93;770;0;16;100;28;0,00;15,29;
1791,96;770;0;16;100;28;0,00;15,29;
1792,00;770;0;18;100;28;0,00;15,29;
1792,02;786;0;16;100;28;0,00;15,29;
1792,05;786;0;16;100;28;0,00;15,29;
1792,08;786;0;17;100;28;0,00;15,29;
1792,11;786;0;17;100;28;0,00;15,29;
1792,14;786;0;18;100;28;0,00;15,29;
1792,17;798;0;16;100;28;0,00;15,29;
1792,23;798;0;18;100;28;0,00;15,29;
1792,24;798;0;16;100;28;0,00;15,29;
1792,27;798;0;16;100;28;0,00;15,29;
1792,30;798;0;16;100;28;0,00;15,29;
1792,33;802;0;18;100;28;0,00;15,29;
1792,36;802;0;17;100;28;0,00;15,29;
1792,39;802;0;16;100;28;0,00;15,29;
1792,46;802;0;16;100;28;0,00;15,29;
1792,49;804;0;16;100;28;0,00;15,29;
1792,52;804;0;17;100;28;0,00;15,29;
1792,55;804;0;18;100;28;0,00;15,29;
1792,58;804;0;16;100;28;0,00;15,29;
1792,61;801;0;18;100;28;0,00;15,29;
1792,66;801;0;16;100;28;0,00;15,29;
1792,68;801;0;17;96;28;0,00;15,29;
1792,70;801;0;17;100;28;0,00;15,29;
1792,74;801;0;17;100;28;0,00;15,29;
1792,77;786;0;16;100;28;0,00;15,29;
1792,80;786;0;16;100;28;0,00;15,29;
1792,83;786;0;16;100;28;0,00;15,29;
1792,88;786;0;16;100;28;0,00;15,29;
1792,90;786;0;18;100;28;0,00;15,29;
1792,92;778;0;16;100;28;0,00;15,29;
1792,96;778;0;16;100;28;0,00;15,29;
1792,99;778;0;16;100;28;0,00;15,29;
1793,02;778;0;16;100;28;0,00;15,29;
1793,05;778;0;17;100;28;0,00;15,29;
1793,10;780;0;18;100;28;0,00;15,29;
1793,12;780;0;17;100;28;0,00;15,29;
1793,14;780;0;17;100;28;0,00;15,29;
1793,17;780;0;17;100;28;0,00;15,29;
1793,20;780;0;17;100;28;0,00;15,29;
1793,24;784;0;19;100;28;0,00;15,29;
1793,27;784;0;17;100;28;0,00;15,29;
1793,31;784;0;16;98;28;0,00;15,29;
1793,33;784;0;16;100;28;0,00;15,29;
1793,36;784;0;17;100;28;0,00;15,29;
1793,39;791;0;17;100;28;0,00;15,29;
1793,42;791;0;19;100;28;0,00;15,29;
1793,46;791;0;16;100;28;0,00;15,29;
1793,49;791;0;17;100;28;0,00;15,29;
1793,53;791;0;16;100;28;0,00;15,29;
1793,55;800;0;18;100;28;0,00;15,29;
1793,58;800;0;18;100;28;0,00;15,29;
1793,61;800;0;17;100;28;0,00;15,29;
1793,64;800;0;16;100;28;0,00;15,29;
1793,67;800;0;16;100;28;0,00;15,29;
1793,70;804;0;17;100;28;0,00;15,29;
1793,76;804;0;16;100;28;0,00;15,29;
1793,78;804;0;18;100;28;0,00;15,29;
1793,80;804;0;17;100;28;0,00;15,29;
1793,83;803;0;16;100;28;0,00;15,29;
1793,86;803;0;16;100;28;0,00;15,29;
1793,89;803;0;16;100;28;0,00;15,29;
1793,93;803;0;17;100;28;0,00;15,29;
1793,99;803;0;16;100;28;0,00;15,29;
1794,00;788;0;18;100;28;0,00;15,29;
1794,02;788;0;16;100;28;0,00;15,29;
1794,05;788;0;17;100;28;0,00;15,29;
1794,08;788;0;17;100;28;0,00;15,29;
1794,11;788;0;18;100;28;0,00;15,29;
1794,14;780;0;16;100;28;0,00;15,29;
1794,19;780;0;17;100;28;0,00;15,29;
1794,21;780;0;16;100;28;0,00;15,29;
1794,23;780;0;17;100;28;0,00;15,29;
1794,27;780;0;17;100;28;0,00;15,29;
1794,30;776;0;18;100;28;0,00;15,29;
1794,33;776;0;17;96;28;0,00;15,29;
1794,36;776;0;18;100;28;0,00;15,29;
1794,41;776;0;16;100;28;0,00;15,29;
1794,43;776;0;17;100;28;0,00;15,29;
1794,45;787;0;17;100;28;0,00;15,29;
1794,49;787;0;17;100;28;0,00;15,29;
1794,52;787;0;16;100;28;0,00;15,29;
1794,55;787;0;16;100;28;0,00;15,29;
1794,58;793;0;16;100;28;0,00;15,29;
1794,62;793;0;17;100;28;0,00;15,29;
1794,64;793;0;18;100;28;0,00;15,29;
1794,67;793;0;18;100;28;0,00;15,29;
1794,71;793;0;16;100;28;0,00;15,29;
1794,74;793;0;16;98;28;0,00;15,29;
1794,77;800;0;17;100;28;0,00;15,29;
1794,80;800;0;16;100;28;0,00;15,29;
1794,84;800;0;17;100;28;0,00;15,29;
1794,86;800;0;17;100;28;0,00;15,29;
1794,89;803;0;17;100;28;0,00;15,29;
1794,93;803;0;16;100;28;0,00;15,29;
1794,96;803;0;16;100;28;0,00;15,29;
1794,99;803;0;17;100;28;0,00;15,29;
1795,02;803;0;16;98;28;0,00;15,29;
1795,07;795;0;18;100;28;0,00;15,29;
1795,09;795;0;16;100;28;0,00;15,29;
1795,11;795;0;16;100;28;0,00;15,29;
1795,15;795;0;16;100;28;0,00;15,29;
1795,17;795;0;18;100;28;0,00;15,29;
1795,20;792;0;18;100;28;0,00;15,29;
1795,24;792;0;17;100;28;0,00;15,29;
1795,29;792;0;17;100;28;0,00;15,29;
1795,31;792;0;16;100;28;0,00;15,29;
1795,33;792;0;17;100;28;0,00;15,29;
1795,36;782;0;19;100;28;0,00;15,29;
1795,39;782;0;17;100;28;0,00;15,29;
1795,42;782;0;16;100;28;0,00;15,29;
1795,45;782;0;18;100;28;0,00;15,29;
1795,50;782;0;16;100;28;0,00;15,29;
1795,52;787;0;18;100;28;0,00;15,29;
1795,55;787;0;18;100;28;0,00;15,29;
1795,58;787;0;17;100;28;0,00;15,29;
1795,61;787;0;16;100;28;0,00;15,29;
1795,64;787;0;17;100;28;0,00;15,29;
1795,67;785;0;16;100;28;0,00;15,29;
1795,72;785;0;17;100;28;0,00;15,29;
1795,74;785;0;18;100;28;0,00;15,29;
1795,77;785;0;17;100;28;0,00;15,29;
1795,80;785;0;16;100;28;0,00;15,29;
1795,83;788;0;16;100;28;0,00;15,29;
1795,86;788;0;17;100;28;0,00;15,29;
1795,89;788;0;17;100;28;0,00;15,29;
1795,94;788;0;17;100;28;0,00;15,29;
1795,95;790;0;17;100;28;0,00;15,29;
1795,99;790;0;17;100;28;0,00;15,29;
1796,02;790;0;17;100;28;0,00;15,29;
1796,05;790;0;17;100;28;0,00;15,29;
1796,08;790;0;18;100;28;0,00;15,29;
1796,11;799;0;16;100;28;0,00;15,29;
1796,16;799;0;16;100;28;0,00;15,29;
1796,17;799;0;16;100;28;0,00;15,29;
1796,20;799;0;16;100;28;0,00;15,29;
1796,24;799;0;17;100;28;0,00;15,29;
1796,27;802;0;18;100;28;0,00;15,29;
1796,30;802;0;16;100;28;0,00;15,29;
1796,33;802;0;17;100;28;0,00;15,29;
1796,38;802;0;16;100;28;0,00;15,29;
1796,40;802;0;16;100;28;0,00;15,29;
1796,42;800;0;17;100;28;0,00;15,29;
1796,46;800;0;18;100;28;0,00;15,29;
1796,48;800;0;17;100;28;0,00;15,29;
1796,52;800;0;16;100;28;0,00;15,29;
1796,55;790;0;16;100;28;0,00;15,29;
1796,61;790;0;16;100;28;0,00;15,29;
1796,62;790;0;18;100;28;0,00;15,29;
1796,64;790;0;17;100;28;0,00;15,29;
1796,67;790;0;16;100;28;0,00;15,29;
1796,70;790;0;16;98;28;0,00;15,29;
1796,74;796;0;16;100;28;0,00;15,29;
1796,77;796;0;16;100;28;0,00;15,29;
1796,81;796;0;17;100;28;0,00;15,29;
1796,83;796;0;17;100;28;0,00;15,29;
1796,86;792;0;17;100;28;0,00;15,29;
1796,90;792;0;17;100;28;0,00;15,29;
1796,93;792;0;17;100;28;0,00;15,29;
1796,96;792;0;17;100;28;0,00;15,29;
1796,99;793;0;16;98;28;0,00;15,29;
1797,04;793;0;17;100;28;0,00;15,29;
1797,05;793;0;16;100;28;0,00;15,29;
1797,08;793;0;16;100;28;0,00;15,29;
1797,11;793;0;16;100;28;0,00;15,29;
1797,15;793;0;17;100;28;0,00;15,29;
1797,18;802;0;17;100;28;0,00;15,29;
1797,20;802;0;16;100;28;0,00;15,29;
1797,25;802;0;18;100;28;0,00;15,29;
1797,28;802;0;16;100;28;0,00;15,29;
1797,30;802;0;16;100;28;0,00;15,29;
1797,33;796;0;17;100;28;0,00;15,29;
1797,36;796;0;17;100;28;0,00;15,29;
1797,39;796;0;17;100;28;0,00;15,29;
1797,42;796;0;17;100;28;0,00;15,29;
1797,48;786;0;19;100;28;0,00;15,29;
1797,50;786;0;17;100;28;0,00;15,29;
1797,52;786;0;18;100;28;0,00;15,29;
1797,55;786;0;17;100;28;0,00;15,29;
1797,58;786;0;17;100;28;0,00;15,29;
1797,61;786;0;17;100;28;0,00;15,29;
1797,64;779;0;17;98;28;0,00;15,29;
1797,69;779;0;17;100;28;0,00;15,29;
1797,71;779;0;18;100;28;0,00;15,29;
1797,74;779;0;18;100;28;0,00;15,29;
1797,77;779;0;17;100;28;0,00;15,29;
1797,80;782;0;16;100;28;0,00;15,29;
1797,83;782;0;18;100;28;0,00;15,29;
1797,86;782;0;16;100;28;0,00;15,29;
1797,91;782;0;18;100;28;0,00;15,29;
1797,93;788;0;17;100;28;0,00;15,29;
1797,96;788;0;16;100;28;0,00;15,29;
1797,99;788;0;16;100;28;0,00;15,29;
1798,02;788;0;17;100;28;0,00;15,29;
1798,05;788;0;18;100;28;0,00;14,90;
1798,08;796;0;17;100;28;0,00;14,82;
1798,13;796;0;17;100;28;0,00;14,75;
1798,14;796;0;16;100;28;0,00;14,75;
1798,17;796;0;16;100;28;0,00;14,67;
1798,20;796;0;17;96;28;0,00;14,59;
1798,24;808;0;18;100;28;0,00;14,59;
1798,26;808;0;18;100;28;0,00;14,51;
1798,30;808;0;18;100;28;0,00;14,43;
1798,34;808;0;17;100;28;0,00;14,43;
1798,37;808;0;16;100;28;0,00;14,43;
1798,39;812;0;17;100;28;0,00;14,43;
1798,42;812;0;18;100;28;0,00;14,35;
1798,45;812;0;18;100;28;0,00;14,35;
1798,48;812;0;18;100;28;0,00;14,27;
1798,52;796;0;18;98;28;0,00;14,27;
1798,57;796;0;17;100;28;0,00;14,20;
1798,59;796;0;18;100;28;0,00;14,20;
1798,61;796;0;18;100;28;0,00;14,20;
1798,64;796;0;18;100;28;0,00;14,20;
1798,68;796;0;17;100;28;0,00;14,20;
1798,70;738;0;19;100;28;0,00;14,20;
1798,74;738;0;19;100;28;0,00;14,20;
1798,79;738;0;19;98;28;0,00;14,20;
1798,80;738;0;19;100;28;0,00;14,20;
1798,83;738;0;20;100;28;0,00;14,20;
1798,86;696;0;19;100;28;0,00;14,20;
1798,89;696;0;20;100;28;0,00;14,20;
1798,92;696;0;21;100;28;0,00;14,20;
1798,95;696;0;21;100;28;0,00;14,27;
1799,00;696;0;20;100;28;0,00;14,27;
1799,02;696;0;21;100;28;0,00;14,35;
1799,05;680;0;22;98;28;0,00;14,35;
1799,08;680;0;21;100;28;0,00;14,43;
1799,11;680;0;20;100;28;0,00;14,51;
1799,14;680;0;21;100;28;0,00;14,67;
1799,18;752;0;20;100;28;0,00;14,75;
1799,22;752;0;21;100;28;0,00;14,82;
1799,24;752;0;21;100;28;0,00;14,90;
1799,27;752;0;20;100;28;0,00;14,98;
1799,30;752;0;19;100;28;0,00;14,98;
1799,33;752;0;20;100;28;0,00;15,06;
1799,36;819;0;19;100;28;0,00;15,06;
1799,39;819;0;19;100;28;0,00;15,14;
1799,44;819;0;19;100;28;0,00;15,14;
1799,46;819;0;20;100;28;0,00;15,14;
1799,48;864;0;19;100;28;0,00;15,14;
1799,52;864;0;18;100;28;0,00;15,14;
1799,55;864;0;18;100;28;0,00;15,22;
1799,58;864;0;17;96;28;0,00;15,22;
1799,61;886;0;18;100;28;0,00;15,22;
1799,66;886;0;17;100;28;0,00;15,22;
1799,68;886;0;16;101;28;0,00;15,22;
1799,70;886;0;17;100;28;0,00;15,22;
1799,74;886;0;17;100;28;0,00;15,22;
1799,77;879;0;16;100;28;0,00;15,22;
1799,80;879;0;18;100;28;0,00;15,22;
1799,83;879;0;16;100;28;0,00;15,22;
1799,88;879;0;17;100;28;0,00;15,22;
1799,90;856;0;18;100;28;0,00;15,22;
1799,93;856;0;16;100;28;0,00;15,22;
1799,96;856;0;16;98;28;0,00;15,22;
1799,99;856;0;16;100;28;0,00;15,22;
1800,02;856;0;17;100;28;0,00;15,22;
1800,05;826;0;16;100;28;0,00;15,22;
1800,09;826;0;18;100;28;0,00;15,22;
1800,11;826;0;16;100;28;0,00;15,22;
1800,14;826;0;17;100;28;0,00;15,22;
1800,18;826;0;16;100;28;0,00;15,22;
1800,20;805;0;17;100;28;0,00;15,22;
1800,23;805;0;18;100;28;0,00;15,22;
1800,27;805;0;18;100;28;0,00;15,22;
1800,31;805;0;18;100;28;0,00;15,22;
1800,33;805;0;17;100;28;0,00;15,22;
1800,36;798;0;17;100;28;0,00;15,22;
1800,39;798;0;17;100;28;0,00;15,22;
1800,42;798;0;18;100;28;0,00;15,22;
1800,45;798;0;19;100;28;0,00;15,22;
1800,49;800;0;17;100;28;0,00;15,22;
1800,54;800;0;17;100;28;0,00;15,22;
1800,55;800;0;17;100;28;0,00;15,22;
1800,58;800;0;17;100;28;0,00;15,22;
1800,61;800;0;18;100;28;0,00;15,22;
1800,64;810;0;19;100;28;0,00;15,22;
1800,68;810;0;18;100;28;0,00;15,22;
1800,70;810;0;17;100;28;0,00;15,22;
1800,76;810;0;18;100;28;0,00;15,22;
1800,78;810;0;17;100;28;0,00;15,22;
1800,80;822;0;17;100;28;0,00;15,22;
1800,83;822;0;17;100;28;0,00;15,22;
1800,86;822;0;18;100;28;0,00;15,22;
1800,89;822;0;18;100;28;0,00;15,22;
1800,93;825;0;17;100;28;0,00;15,22;
1800,97;825;0;17;100;28;0,00;15,22;
1800,99;825;0;17;100;28;0,00;15,22;
1801,02;825;0;16;100;28;0,00;15,22;
1801,05;825;0;17;100;28;0,00;15,22;
1801,08;824;0;17;100;28;0,00;15,22;
1801,11;824;0;18;100;28;0,00;15,22;
1801,14;824;0;18;100;28;0,00;15,22;
1801,19;824;0;17;100;28;0,00;15,22;
1801,21;824;0;16;100;28;0,00;15,22;
1801,24;815;0;17;100;28;0,00;15,22;
1801,27;815;0;17;100;28;0,00;15,22;
1801,30;815;0;19;100;28;0,00;15,22;
1801,33;815;0;17;100;28;0,00;15,22;
1801,36;806;0;17;100;28;0,00;15,22;
1801,41;806;0;17;100;28;0,00;15,22;
1801,43;806;0;17;100;28;0,00;15,22;
1801,46;806;0;18;100;28;0,00;15,22;
1801,49;806;0;19;100;28;0,00;15,22;
1801,52;809;0;17;100;28;0,00;15,22;
1801,55;809;0;17;100;28;0,00;15,22;
1801,58;809;0;18;100;28;0,00;15,22;
1801,62;809;0;17;100;28;0,00;15,22;
1801,64;809;0;16;100;28;0,00;15,22;
1801,68;814;0;18;100;28;0,00;15,22;
1801,71;814;0;19;100;28;0,00;15,22;
1801,74;814;0;18;100;28;0,00;15,22;
1801,77;814;0;17;100;28;0,00;15,22;
1801,80;811;0;18;100;28;0,00;15,22;
1801,84;811;0;17;100;28;0,00;15,22;
1801,87;811;0;18;100;28;0,00;15,22;
1801,89;811;0;19;100;28;0,00;15,22;
1801,92;811;0;17;100;28;0,00;15,22;
1801,95;810;0;17;100;28;0,00;15,22;
1801,99;810;0;17;100;28;0,00;15,22;
1802,02;810;0;17;100;28;0,00;15,22;
1802,08;810;0;16;100;28;0,00;15,22;
1802,09;810;0;19;100;28;0,00;15,22;
1802,11;819;0;19;100;28;0,00;15,22;
1802,15;819;0;18;100;28;0,00;15,22;
1802,18;819;0;17;100;28;0,00;15,22;
1802,20;819;0;17;100;28;0,00;15,22;
1802,24;819;0;17;100;28;0,00;15,22;
1802,27;817;0;17;100;28;0,00;15,22;
1802,30;817;0;17;100;28;0,00;15,22;
1802,33;817;0;17;100;28;0,00;15,22;
1802,36;817;0;17;100;28;0,00;15,22;
1802,39;817;0;17;100;28;0,00;15,22;
1802,42;814;0;16;100;28;0,00;15,22;
1802,46;814;0;17;100;28;0,00;15,22;
1802,50;814;0;16;100;28;0,00;15,22;
1802,52;814;0;17;100;28;0,00;15,22;
1802,55;813;0;17;100;28;0,00;15,22;
1802,58;813;0;17;100;28;0,00;15,22;
1802,61;813;0;16;100;28;0,00;15,22;
1802,64;813;0;16;100;28;0,00;15,22;
1802,67;807;0;17;100;28;0,00;15,22;
1802,72;807;0;16;100;28;0,00;15,22;
1802,75;807;0;18;100;28;0,00;15,22;
1802,77;807;0;17;100;28;0,00;15,22;
1802,80;807;0;16;100;28;0,00;15,22;
1802,83;807;0;17;100;28;0,00;15,22;
1802,86;802;0;18;100;28;0,00;15,22;
1802,89;802;0;17;100;28;0,00;15,22;
1802,94;802;0;19;100;28;0,00;15,22;
1802,95;802;0;17;100;28;0,00;15,22;
1802,99;801;0;17;100;28;0,00;15,22;
1803,02;801;0;17;100;28;0,00;15,22;
1803,05;801;0;17;100;28;0,00;15,22;
1803,08;801;0;19;100;28;0,00;15,22;
1803,11;801;0;18;100;28;0,00;15,22;
1803,15;797;0;18;100;28;0,00;15,22;
1803,18;797;0;17;100;28;0,00;15,22;
1803,20;797;0;17;100;28;0,00;15,22;
1803,24;797;0;17;100;28;0,00;15,22;
1803,27;797;0;18;100;28;0,00;15,22;
1803,30;806;0;18;100;28;0,00;15,22;
1803,33;806;0;18;100;28;0,00;15,22;
1803,38;806;0;18;100;28;0,00;15,22;
1803,40;806;0;17;100;28;0,00;15,22;
1803,42;806;0;17;100;28;0,00;15,22;
1803,45;810;0;17;100;28;0,00;15,22;
1803,49;810;0;19;100;28;0,00;15,22;
1803,51;810;0;17;100;28;0,00;15,22;
1803,55;810;0;18;100;28;0,00;15,22;
1803,59;810;0;16;100;28;0,00;15,22;
1803,61;816;0;17;100;28;0,00;15,22;
1803,64;816;0;16;100;28;0,00;15,22;
1803,68;816;0;18;100;28;0,00;15,22;
1803,70;816;0;18;100;28;0,00;15,22;
1803,74;813;0;19;100;28;0,00;15,22;
1803,77;813;0;18;100;28;0,00;15,22;
1803,81;813;0;16;100;28;0,00;15,22;
1803,83;813;0;17;100;28;0,00;15,22;
1803,86;813;0;17;100;28;0,00;15,22;
1803,89;809;0;19;100;28;0,00;15,22;
1803,93;809;0;18;100;28;0,00;15,22;
1803,96;809;0;17;100;28;0,00;15,22;
1803,98;809;0;17;100;28;0,00;15,22;
1804,04;809;0;17;100;28;0,00;15,22;
1804,06;812;0;17;100;28;0,00;15,22;
1804,08;812;0;19;100;28;0,00;15,22;
1804,11;812;0;19;100;28;0,00;15,22;
1804,14;812;0;17;100;28;0,00;15,22;
1804,17;812;0;17;100;28;0,00;15,22;
1804,20;812;0;19;100;28;0,00;15,22;
1804,25;812;0;17;98;28;0,00;15,22;
1804,26;812;0;18;100;28;0,00;15,22;
1804,30;812;0;18;100;28;0,00;15,22;
1804,33;804;0;17;100;28;0,00;15,22;
1804,36;804;0;17;100;28;0,00;15,22;
1804,39;804;0;17;100;28;0,00;15,22;
1804,42;804;0;18;100;28;0,00;15,22;
1804,47;804;0;18;100;28;0,00;15,22;
1804,49;791;0;18;100;28;0,00;15,22;
1804,52;791;0;17;100;28;0,00;15,22;
1804,55;791;0;17;100;28;0,00;15,22;
1804,58;791;0;17;100;28;0,00;15,22;
1804,61;791;0;18;100;28;0,00;15,22;
1804,64;791;0;17;100;28;0,00;15,22;
1804,69;791;0;19;100;28;0,00;15,22;
1804,71;791;0;17;100;28;0,00;15,22;
1804,73;791;0;17;100;28;0,00;15,22;
1804,77;791;0;16;100;28;0,00;15,22;
1804,80;799;0;18;100;28;0,00;15,22;
1804,83;799;0;19;100;28;0,00;15,22;
1804,86;799;0;17;100;28;0,00;15,22;
1804,91;799;0;17;100;28;0,00;15,22;
1804,92;804;0;17;100;28;0,00;15,22;
1804,96;804;0;17;100;28;0,00;15,22;
1804,99;804;0;18;100;28;0,00;15,22;
1805,02;804;0;18;100;28;0,00;15,22;
1805,05;804;0;19;100;28;0,00;15,22;
